"inq_last_6mths","pub_rec","revol_bal","dti","home_ownership"
0,0,8615,27.15,"OWN"
NA,0,4916,NA,"RENT"
NA,0,48808,16.42,"n/a"
0,0,9352,NA,"RENT"
0,0,35592,12.24,"OWN"
1,0,20373,14.37,"RENT"
0,0,8700,9.09,"RENT"
NA,0,9162,NA,NA
0,0,10598,34.64," "
3,NA,NA,13.23,"MORTGAGE"
0,1,2359,NA,"RENT"
0,0,6297,3.94," "
2,0,12326,10.29,"RENT"
0,0,NA,11.34," "
0,0,NA,NA," "
2,0,17554,11.19,"RENT"
0,0,8943,22.27," "
0,NA,9058,19.69,"RENT"
1,0,83477,35.74,"MORTGAGE"
1,0,8408,21.66,"MORTGAGE"
1,1,878,21.31,"OWN"
NA,0,19556,20.4,"MORTGAGE"
NA,0,27940,NA,"n/a"
1,0,8247,35.88,"MORTGAGE"
NA,1,NA,9.57,"MORTGAGE"
NA,NA,48018,23.07,"n/a"
0,0,2781,11.87,"RENT"
1,0,NA,21.23,"MORTGAGE"
1,1,NA,9.42,"RENT"
0,0,10374,NA,"RENT"
0,0,13045,13.33,"MORTGAGE"
0,0,23894,31.21,"MORTGAGE"
NA,0,34810,20,"MORTGAGE"
3,0,7179,19.47," "
2,0,NA,10.27," "
0,1,5560,NA,NA
2,0,NA,15.88,"RENT"
0,0,8784,NA,"MORTGAGE"
NA,0,20856,NA,"RENT"
NA,0,4922,NA,""
NA,NA,NA,20.21,"OWN"
0,0,16634,NA,"n/a"
2,1,4002,10.09,"n/a"
0,0,NA,NA," "
NA,2,4932,34.56,"n/a"
NA,NA,10566,18.28,"n/a"
0,0,31411,30.56," "
0,0,NA,21.75,"MORTGAGE"
0,0,8612,22.55,""
NA,0,11643,NA," "
0,0,27475,38.33,"MORTGAGE"
2,0,50938,21.76,""
0,NA,NA,14.25,"MORTGAGE"
1,0,NA,9.05,"MORTGAGE"
0,0,10985,27.24,"n/a"
NA,0,NA,8.88,"MORTGAGE"
NA,1,16815,19.93,NA
0,0,10776,NA,"RENT"
1,0,11202,18.24,"MORTGAGE"
NA,0,2131,18.26," "
0,0,15363,20.06,"RENT"
1,0,8591,21.7,NA
0,0,26141,NA,"MORTGAGE"
NA,0,3967,19.65,"n/a"
1,NA,21064,NA,"OWN"
0,0,23937,NA,"MORTGAGE"
0,1,NA,NA,"n/a"
1,0,23216,5.22," "
0,1,23988,19.07,"n/a"
1,0,NA,NA,"RENT"
0,0,8169,21,"MORTGAGE"
1,0,NA,NA,"RENT"
2,0,2346,9.79,""
1,0,997,4.97,"RENT"
1,0,19134,11.38,"n/a"
0,0,NA,8.47,"MORTGAGE"
0,1,4766,14.57,"RENT"
1,0,18723,NA,"MORTGAGE"
0,0,13471,21.06,"MORTGAGE"
1,0,9549,27.2,"RENT"
0,0,18593,15.16," "
0,1,NA,11.9,"n/a"
1,0,16305,14.67,"RENT"
0,0,15993,15.42,NA
0,0,20226,20.01,"RENT"
NA,0,NA,23.09," "
0,0,17544,22.49,""
0,0,4694,NA,NA
3,0,NA,NA," "
0,NA,3995,12.29,"RENT"
2,0,9931,NA,NA
1,0,11954,11.38,"n/a"
0,0,NA,NA,""
0,0,18922,29.77,"MORTGAGE"
3,0,16409,13.05,"RENT"
1,0,NA,25.04," "
0,0,NA,7.49,"MORTGAGE"
0,0,NA,12.84,"RENT"
0,0,409,20.45,"RENT"
1,0,3883,NA," "
2,0,11694,21.02," "
2,NA,16749,NA," "
NA,0,23643,28.02,"MORTGAGE"
NA,1,NA,14.27,"RENT"
NA,NA,13582,16.06,"MORTGAGE"
0,NA,1565,NA,"RENT"
NA,0,NA,NA," "
1,0,21765,34,"RENT"
0,0,6604,10.51," "
0,0,17833,22.7,"MORTGAGE"
0,0,NA,NA,"n/a"
0,0,16802,NA,"RENT"
0,0,NA,17.7,"RENT"
0,NA,NA,5.07,"MORTGAGE"
NA,0,NA,NA,"RENT"
1,0,4616,28.77,"MORTGAGE"
2,1,3631,20.16,"MORTGAGE"
NA,0,4493,NA," "
2,0,NA,6.98," "
NA,0,84172,17.6,"MORTGAGE"
0,0,10633,12.06,"n/a"
1,0,29483,30.51,"RENT"
NA,0,6620,15.24," "
1,0,22633,18.02,"MORTGAGE"
0,NA,11344,23.54,"RENT"
NA,0,23115,11.51," "
0,0,8415,33.36," "
2,0,16815,11.68,"MORTGAGE"
1,0,9395,29.39,"OWN"
0,0,NA,NA,"MORTGAGE"
0,1,6040,24.69,"n/a"
0,0,10625,19.12,NA
NA,0,12045,6.5," "
2,NA,22633,26.32,NA
1,NA,15237,11.33,""
0,0,0,11.53,"MORTGAGE"
NA,0,2216,6.07," "
0,1,NA,22.47," "
0,0,68178,NA,"MORTGAGE"
0,1,17609,13.97,"n/a"
2,0,10745,22.91,"n/a"
1,0,NA,NA,"MORTGAGE"
NA,0,NA,15.13,"MORTGAGE"
2,0,12352,19.4,"RENT"
1,0,12944,17.45," "
1,0,NA,NA,"MORTGAGE"
1,0,1704,10.29,"RENT"
2,0,3815,20.65," "
1,0,68451,NA,"MORTGAGE"
2,0,NA,18.57,"OWN"
2,0,9165,18.89," "
0,1,NA,NA,"RENT"
0,0,21583,22.41,"MORTGAGE"
1,0,NA,15.65,"RENT"
0,NA,13890,8.19,"RENT"
0,0,52615,19.03," "
NA,0,15498,14.39,""
0,0,5573,NA,"RENT"
1,0,27044,14.58," "
NA,0,21167,19.03," "
1,0,5430,15.86,"n/a"
NA,0,3274,16.98," "
0,0,6425,NA,"RENT"
0,0,NA,NA," "
1,0,NA,NA," "
NA,3,4367,30.77,""
0,0,35784,33.17,""
0,0,12653,15.3,"MORTGAGE"
0,0,41563,NA,NA
2,1,NA,NA,"MORTGAGE"
0,NA,22794,NA,"RENT"
0,1,24479,34.76,NA
NA,0,NA,16.49,"OWN"
0,0,7212,NA,"MORTGAGE"
NA,NA,8172,NA,"MORTGAGE"
0,NA,26159,32.08,"n/a"
NA,0,NA,12.73,"MORTGAGE"
0,NA,6806,NA,"RENT"
1,1,2924,24.17,"RENT"
0,0,20004,14.29,"MORTGAGE"
2,0,1355,NA,NA
0,0,9946,20.8,"RENT"
0,0,NA,NA,"n/a"
1,1,NA,27.81," "
0,0,NA,34.26," "
NA,0,16628,NA,"MORTGAGE"
0,0,NA,27.2,"RENT"
2,0,11447,24.36,"MORTGAGE"
0,0,10432,29.71,NA
1,0,10494,4.93,NA
NA,0,NA,10.91," "
1,0,6703,9.27,"n/a"
0,0,14627,11.85,NA
0,0,NA,NA,"OWN"
NA,0,NA,NA,"RENT"
1,0,28433,NA,"n/a"
1,0,20467,16.79,"MORTGAGE"
0,0,37239,18.8,"RENT"
3,1,14373,23.61,""
2,0,NA,7.47,"MORTGAGE"
0,0,NA,12.1," "
2,NA,5128,11.13,"RENT"
1,1,5355,9.05," "
0,0,3706,NA,"n/a"
3,NA,4179,1.8,"OWN"
0,0,NA,13.48," "
0,NA,9378,22.8," "
NA,0,13392,26.86,"MORTGAGE"
NA,0,22331,17.87,"MORTGAGE"
0,0,6258,29.59,"MORTGAGE"
0,0,27029,35.15,"n/a"
NA,0,35104,14.26," "
NA,0,NA,21.23,"RENT"
NA,0,10011,27.58,"MORTGAGE"
2,0,NA,24.75,"MORTGAGE"
1,1,18816,NA,"MORTGAGE"
0,0,8879,24.4," "
2,0,12333,10.72,"RENT"
NA,1,18131,21.4," "
NA,NA,37499,NA," "
0,0,26758,10.71,"MORTGAGE"
1,0,12312,NA,"MORTGAGE"
0,NA,5090,NA," "
0,0,12187,NA," "
0,0,NA,11.47,""
0,0,5640,5.07," "
0,0,6671,4.19,"RENT"
0,0,15412,11.64," "
1,0,23299,NA,"MORTGAGE"
0,0,2234,17.46,"MORTGAGE"
0,0,NA,10.39,"RENT"
0,0,8924,33.04,"n/a"
0,0,NA,17.89,"n/a"
NA,0,NA,NA,"n/a"
0,0,NA,8.9,"MORTGAGE"
0,0,NA,NA,"n/a"
1,0,12537,NA,"MORTGAGE"
0,0,9412,NA,"n/a"
0,0,NA,11.7,"MORTGAGE"
0,0,8464,15.09,NA
NA,1,4510,18.2,"MORTGAGE"
0,0,12658,21.79,"RENT"
4,0,NA,18.59,"RENT"
NA,0,5308,NA,"RENT"
0,0,23455,34.76," "
0,0,NA,12.14,NA
0,0,NA,9.31," "
0,0,14381,NA,"RENT"
0,0,1475,13.43,"RENT"
0,0,11197,7.97," "
NA,1,4137,16.88,"MORTGAGE"
1,0,7708,NA,"MORTGAGE"
0,0,23304,20.19,"MORTGAGE"
0,0,16465,34.44,"RENT"
1,NA,5702,12.2," "
0,NA,NA,13.2,"n/a"
0,0,20740,29.98,""
0,0,NA,NA," "
1,0,33218,NA,"RENT"
2,0,16993,26.16,"OWN"
0,0,103978,20.9,"OWN"
0,1,NA,19.59,"RENT"
0,1,3526,13.64,"RENT"
0,0,NA,4.2," "
0,0,31227,20.15,"MORTGAGE"
2,0,40510,9.71,""
NA,1,14212,NA,"RENT"
1,NA,NA,17.72,"RENT"
0,0,15415,19.07," "
NA,0,NA,16.75,"OWN"
0,0,29139,18.39," "
1,0,31464,26.46," "
0,0,NA,4.43," "
5,0,835,NA,"RENT"
NA,NA,30666,NA,"MORTGAGE"
0,0,NA,1.76,"RENT"
NA,0,21832,NA,"n/a"
1,0,26272,20.95,"MORTGAGE"
NA,0,5177,7.45," "
NA,0,18121,NA,"RENT"
2,0,NA,15.16,"MORTGAGE"
2,0,31824,NA,"RENT"
0,0,16247,7.51,"MORTGAGE"
NA,0,11868,17.23," "
2,0,10790,14.4,"RENT"
1,0,15033,17.52,"MORTGAGE"
0,0,30262,24.67,"MORTGAGE"
NA,0,NA,22.9,"RENT"
0,0,NA,10.23," "
0,0,14261,NA," "
NA,0,10380,26.03,"MORTGAGE"
1,NA,34702,23.03,"MORTGAGE"
1,0,25403,14.34,"n/a"
0,3,7960,22.56,"MORTGAGE"
0,0,1284,NA,NA
1,0,24597,32.78," "
0,0,39925,NA,"n/a"
0,0,23182,36.67,"RENT"
0,0,18939,31.49,"MORTGAGE"
3,0,NA,17.34,"MORTGAGE"
1,0,17329,NA,NA
NA,0,14485,24.76,"n/a"
3,0,9134,13.67,"MORTGAGE"
NA,0,6102,7.13,NA
0,0,43567,20.51,NA
0,0,29224,12.84,NA
1,0,5703,NA,"MORTGAGE"
NA,2,NA,10.62," "
4,1,25356,NA,"MORTGAGE"
0,0,15261,17.86,"n/a"
0,0,12790,NA,"RENT"
0,0,11655,NA,"RENT"
0,1,6044,NA,"RENT"
3,NA,NA,16.81,NA
NA,0,47094,NA,"MORTGAGE"
0,0,50540,28.76,"MORTGAGE"
1,0,14975,20.93,"RENT"
0,1,13104,21.7," "
NA,0,37494,31.45,"MORTGAGE"
NA,0,18176,19.04,"MORTGAGE"
0,0,NA,14.35," "
0,1,NA,31.84,"n/a"
0,1,7484,10.15,"n/a"
1,0,8104,6.77,"n/a"
0,0,59846,24.15," "
1,0,5596,17.39," "
2,0,16889,16.91,"MORTGAGE"
4,0,2110,NA,"RENT"
3,1,NA,26.85,"RENT"
0,2,NA,19.26," "
0,NA,11786,12.29," "
1,0,24858,NA,"RENT"
0,0,8018,12.77,"n/a"
NA,1,NA,22.74," "
3,0,21700,NA,"MORTGAGE"
0,0,5113,14.9,NA
0,0,49009,17.86,"MORTGAGE"
NA,0,34928,5.29,NA
1,0,NA,NA,"MORTGAGE"
NA,0,17154,12.37,NA
0,0,42876,3.53,"RENT"
1,0,1582,19.81,"RENT"
0,1,15628,17.66,"MORTGAGE"
0,0,NA,NA,"RENT"
0,0,3840,NA," "
0,0,NA,9.74,"n/a"
2,0,10351,11.98,"MORTGAGE"
0,0,27028,NA,NA
0,0,NA,10.75,""
2,0,NA,17.39,"MORTGAGE"
3,1,NA,12.04,"MORTGAGE"
1,0,11558,25.16,"OWN"
0,0,10209,11.99,"MORTGAGE"
0,0,7355,6.7,"MORTGAGE"
0,0,43634,28.84," "
0,0,3111,28.44," "
2,0,NA,28.8,NA
2,0,22093,10.96,"MORTGAGE"
1,0,NA,35.84," "
0,0,26242,9.51,"MORTGAGE"
NA,0,NA,6.62,"n/a"
0,0,3227,26.64,NA
1,0,3181,NA,"n/a"
NA,0,10847,14.8,"RENT"
5,1,1225,6.64," "
0,0,34673,36.09,"MORTGAGE"
0,NA,NA,0.72," "
NA,NA,11810,8.46,"RENT"
0,0,NA,13.19,"n/a"
0,0,NA,23.1,"MORTGAGE"
1,0,19601,NA,"n/a"
0,0,7504,17.54,"n/a"
0,0,7401,28.64,"n/a"
0,0,4993,NA," "
5,NA,30449,NA,"n/a"
0,0,NA,10.43,"RENT"
0,0,21603,28.98,"MORTGAGE"
0,0,NA,NA,"MORTGAGE"
1,1,10190,NA,NA
1,1,3286,24.38,"RENT"
0,0,3099,NA,"n/a"
1,0,NA,NA,"n/a"
1,NA,7342,NA,"OWN"
0,0,NA,14.54,"MORTGAGE"
1,0,22630,17.16," "
0,0,4326,NA," "
0,0,5658,12.56,"MORTGAGE"
0,0,5535,2.02," "
NA,1,6543,NA," "
1,0,17499,7.96," "
0,0,NA,24.13," "
1,0,17866,NA,"RENT"
0,0,27699,20.8," "
0,NA,3308,10.65,NA
NA,0,NA,8.42,NA
1,0,NA,17.32,"MORTGAGE"
0,0,6639,30.42,"OWN"
1,0,8899,NA,"RENT"
0,0,35591,13.75,"MORTGAGE"
0,0,83307,NA,""
NA,0,2316,0.44,NA
2,NA,2025,23.88,"MORTGAGE"
0,0,3882,NA,"OWN"
1,0,2486,11.54,"RENT"
2,0,24795,18.27,"MORTGAGE"
NA,0,16766,NA,"RENT"
1,0,7326,3.21,""
1,0,12559,NA,"MORTGAGE"
0,0,NA,11.95,"MORTGAGE"
0,0,NA,11.93,"RENT"
0,0,13889,25.68,"RENT"
2,1,8948,NA,"MORTGAGE"
0,1,17528,8.43,"MORTGAGE"
1,0,3864,30.24,"MORTGAGE"
0,2,37271,16.3,"MORTGAGE"
NA,0,NA,NA," "
0,0,NA,NA,"RENT"
NA,0,8597,NA," "
0,1,NA,10.71,""
0,0,NA,31.64,"MORTGAGE"
NA,0,21334,NA,"MORTGAGE"
2,1,NA,26.36," "
0,0,NA,20,"RENT"
0,0,19935,19.09,"MORTGAGE"
0,0,25520,13.2,"MORTGAGE"
1,0,21962,20.07,"MORTGAGE"
0,1,13671,27.96,"n/a"
0,1,34118,15.69,"RENT"
NA,0,30583,18.65," "
0,NA,NA,11.06,"RENT"
1,0,24709,31.66,NA
2,0,21113,16.97,NA
0,0,5171,14.09,"RENT"
0,1,105576,9.43,"MORTGAGE"
0,0,NA,NA,"RENT"
0,0,8951,22.29,"n/a"
NA,0,12192,15.53," "
0,0,10542,24.84,NA
1,0,13821,12.12,"MORTGAGE"
0,2,NA,NA,"RENT"
NA,0,NA,22.18,"MORTGAGE"
0,0,3838,16.04,"RENT"
0,0,136025,19.82,"MORTGAGE"
2,0,885,15.98,"n/a"
0,NA,28539,14.61,"MORTGAGE"
0,NA,7173,6.87,"n/a"
NA,0,48882,NA,"n/a"
1,2,NA,NA,"RENT"
NA,0,NA,9.04,"RENT"
2,NA,NA,7.51,NA
NA,0,66278,NA,"RENT"
NA,0,17610,12.4,"MORTGAGE"
1,0,20020,14.51,"MORTGAGE"
NA,1,6558,NA,"MORTGAGE"
2,1,2812,7.07,"MORTGAGE"
0,1,29863,10.24,"MORTGAGE"
0,0,11851,25.67,"MORTGAGE"
1,0,NA,34,"MORTGAGE"
NA,0,6755,25.84,"RENT"
1,1,1782,NA,"n/a"
NA,0,12915,14.51,"RENT"
0,1,76856,NA,"OWN"
0,0,23885,10.4,"RENT"
0,0,4678,14.95,""
0,0,NA,8.79," "
3,0,NA,NA,"RENT"
NA,0,5868,20.43,"RENT"
0,0,NA,NA,"RENT"
1,0,796,6.53,"MORTGAGE"
0,0,30437,NA,NA
1,0,12367,NA,"n/a"
0,0,18098,4.74," "
0,0,NA,11.76,NA
NA,1,5860,NA,NA
0,0,NA,NA,"n/a"
0,0,12328,NA,"MORTGAGE"
0,0,NA,36.35,"OWN"
0,0,NA,21.54,NA
2,0,8974,16.1,NA
0,6,13622,10.36,"RENT"
1,0,10290,11.39," "
NA,0,NA,NA,"MORTGAGE"
0,0,8738,6.96,"n/a"
NA,0,NA,NA," "
NA,0,36659,11.3,"RENT"
NA,0,NA,15.01,NA
4,0,16633,27.82,"n/a"
0,0,3201,18.25,"RENT"
NA,0,8609,NA,"n/a"
0,0,7869,NA,"n/a"
3,NA,4625,16.56,"OWN"
NA,0,25356,20.82,"RENT"
0,0,NA,NA," "
0,0,6543,2.31,NA
NA,0,14631,12.59," "
0,0,14796,30.16," "
0,0,11707,26.46," "
0,0,NA,21.51,"RENT"
0,0,1917,9.79,"MORTGAGE"
0,0,33,NA,"RENT"
3,0,9501,6.08,"MORTGAGE"
1,NA,NA,25.33,"RENT"
0,NA,26810,16.28,"RENT"
0,1,8067,27.23,NA
1,0,12128,35.11,"MORTGAGE"
0,NA,12751,11.97,"MORTGAGE"
0,0,NA,24.83,"MORTGAGE"
1,0,15564,NA,"MORTGAGE"
0,0,NA,24.15,"RENT"
0,1,NA,23.87," "
NA,0,29323,NA,"MORTGAGE"
NA,0,8954,11.96," "
0,NA,NA,NA,"OWN"
0,0,17147,26.19,""
6,0,79305,14.28,"MORTGAGE"
0,0,NA,9.39," "
0,0,22156,NA,"OWN"
0,0,NA,NA," "
NA,0,6486,NA,"n/a"
1,0,61509,NA,"MORTGAGE"
NA,0,10523,28.53,NA
1,0,7372,20.06,"RENT"
0,0,56785,20.02,"MORTGAGE"
2,0,20459,15.92,"RENT"
NA,0,42837,17.07,"MORTGAGE"
NA,0,2392,5.55,"MORTGAGE"
0,0,29276,31.59,NA
0,0,18756,NA,"RENT"
0,1,5002,12.66,"RENT"
NA,1,6221,34.8,"OWN"
1,0,31288,23.24,"MORTGAGE"
2,1,32253,30.54,"MORTGAGE"
NA,0,7321,6.03,"MORTGAGE"
0,0,3227,NA,"RENT"
0,0,39906,11.21,"OWN"
0,0,11799,15.04," "
0,0,13486,NA,"OWN"
0,0,8417,16.23," "
0,0,NA,11.42," "
0,0,14907,23.2,"RENT"
NA,0,5290,7.35,"OWN"
NA,NA,NA,12.34,"RENT"
1,0,9487,18,"n/a"
NA,0,19763,NA," "
1,0,16100,18.7,"MORTGAGE"
0,0,30802,NA," "
2,0,34637,NA," "
NA,0,24972,13.9,"n/a"
0,0,4648,19.01,"RENT"
0,0,25355,22.11,""
0,0,NA,32.3,"RENT"
1,0,1502,19.88,""
NA,0,17629,17.07,"n/a"
0,0,NA,30.94," "
0,2,1689,NA,NA
1,NA,NA,13.15,"MORTGAGE"
NA,0,8523,7.14,"n/a"
0,1,19021,9.29," "
0,0,17579,15.94,"MORTGAGE"
1,NA,6354,NA,""
3,1,2945,10.88,"n/a"
0,0,11268,10.17,NA
NA,1,5163,20.43,""
0,NA,27045,22.2,"RENT"
NA,NA,NA,11.45,"MORTGAGE"
0,0,10199,4.87,"OWN"
NA,NA,20185,21.51," "
0,0,23426,NA,"RENT"
NA,NA,1575,4.29,"n/a"
0,1,10082,8.26," "
0,0,4249,NA,"n/a"
NA,0,14698,9.94,"RENT"
0,1,9495,10.48," "
0,0,NA,29.79,"RENT"
0,0,14641,21.34," "
0,0,19525,11.27,""
0,0,9811,20.49,"RENT"
0,0,NA,12.25," "
0,1,6363,39.87," "
NA,0,NA,NA,"MORTGAGE"
3,0,2826,NA,"RENT"
0,0,NA,NA,"MORTGAGE"
2,0,NA,2.76,"RENT"
0,0,9351,32,"RENT"
0,0,4482,NA,"RENT"
0,0,2939,NA,""
0,0,NA,7.71," "
1,0,NA,13.31,"RENT"
NA,0,23626,35.35,"MORTGAGE"
0,0,NA,12.24,"RENT"
1,1,16809,NA,"RENT"
NA,0,23284,10.7,"RENT"
NA,0,20026,23,"n/a"
0,0,19109,23.92,"MORTGAGE"
NA,0,28948,17.09,"n/a"
0,NA,9894,12.68," "
1,0,2010,1.34,"MORTGAGE"
2,0,27060,27.15,NA
NA,0,7201,NA,"MORTGAGE"
0,0,7079,NA,"MORTGAGE"
2,0,48653,NA,"MORTGAGE"
1,0,NA,32.71,"RENT"
1,0,12293,28.4," "
1,1,7794,NA,""
0,0,7405,13.68,"RENT"
1,0,NA,NA,"RENT"
NA,0,NA,16.14,NA
NA,0,2117,9.65,NA
1,0,NA,21.38,"RENT"
0,0,141467,NA,"MORTGAGE"
NA,0,10670,NA," "
NA,NA,3454,3.26,"MORTGAGE"
NA,NA,NA,NA," "
0,0,9659,13.63,"MORTGAGE"
1,0,NA,29.58,NA
0,0,22072,21.65,"MORTGAGE"
3,0,10836,16.26,"OWN"
0,0,6757,5.01,"RENT"
0,0,NA,13.14," "
NA,0,NA,20.13,"RENT"
2,0,31822,NA,"MORTGAGE"
1,0,6927,24.51,"RENT"
0,NA,15670,NA,"RENT"
NA,NA,15677,NA,"RENT"
1,0,NA,NA," "
0,0,5892,NA,""
3,0,7148,16.19,"MORTGAGE"
NA,0,3797,26.92,"RENT"
0,0,0,NA,NA
NA,0,NA,12.56," "
NA,0,NA,34.61,"OWN"
2,0,18527,10.84,NA
3,0,NA,23.78,"MORTGAGE"
1,0,26204,NA," "
NA,NA,9200,28.07,"RENT"
1,0,6485,NA," "
2,0,NA,NA,"MORTGAGE"
NA,1,7251,NA,"MORTGAGE"
0,0,NA,27.7," "
NA,NA,5150,13.52,"RENT"
2,0,15095,NA,"RENT"
2,0,5181,NA,"RENT"
0,1,9003,17.09,"RENT"
NA,0,10392,NA,"RENT"
1,0,NA,NA,"MORTGAGE"
1,0,49485,16.45," "
2,0,18941,8.15,"n/a"
1,NA,8973,NA,"RENT"
NA,0,10002,4.24,"n/a"
0,NA,13741,13.72,"RENT"
0,0,6945,10.64,"n/a"
0,0,28737,22.18,"n/a"
2,0,43664,26.81,"MORTGAGE"
3,3,NA,17.68,"RENT"
1,0,NA,19.64,"RENT"
NA,0,5528,19.78," "
1,0,61272,NA," "
1,0,16101,19.82,NA
NA,NA,3202,13.68,"MORTGAGE"
NA,NA,21732,21.06,"RENT"
3,0,NA,22.08,"RENT"
NA,1,7055,31.06," "
0,0,1505,2.42,"MORTGAGE"
4,0,NA,24.31,"MORTGAGE"
1,0,52322,24.1,"MORTGAGE"
2,0,12069,23.45,"RENT"
0,0,3480,NA,"RENT"
1,NA,7382,23.53,"RENT"
NA,0,21037,6.75,"n/a"
2,0,4707,12,"n/a"
NA,0,13489,9.52,"n/a"
0,0,25144,NA," "
NA,0,NA,14.55,""
1,1,9242,NA,"OWN"
1,0,5821,NA," "
0,0,NA,NA,"MORTGAGE"
0,0,15496,7.06,"MORTGAGE"
NA,1,13687,6.11," "
3,0,6929,10.75," "
1,0,4549,NA,"n/a"
NA,0,17408,NA,"RENT"
0,0,15607,7.06,"RENT"
0,0,NA,38.58,"n/a"
2,NA,38165,NA," "
3,0,14385,14.62,"OWN"
0,NA,3631,27.99,"MORTGAGE"
NA,0,16508,11.23,NA
1,0,3173,6.45,"RENT"
0,0,2587,NA," "
0,0,8006,18.91,NA
1,0,18956,NA,"RENT"
0,0,16111,NA,"MORTGAGE"
0,0,25060,10.95,NA
1,0,NA,NA,"MORTGAGE"
1,1,NA,39.29,"n/a"
1,0,16054,21.86,"RENT"
0,0,15950,NA," "
0,0,NA,NA,"MORTGAGE"
0,0,2553,11.46,"n/a"
0,0,27074,NA," "
0,0,21028,NA,"n/a"
0,0,NA,6.44," "
2,0,NA,18.34,"MORTGAGE"
NA,0,4302,8.81,"RENT"
0,0,NA,NA,NA
2,0,1055,NA,"RENT"
0,0,NA,11.15," "
0,0,33461,NA,"RENT"
1,0,6981,10.31," "
0,0,2138,NA,"OWN"
NA,0,3240,7.47,"MORTGAGE"
0,0,48045,13.86," "
1,1,8895,NA,"RENT"
1,NA,38275,NA,"MORTGAGE"
0,0,3070,NA,"n/a"
2,0,NA,NA,"MORTGAGE"
2,0,NA,21.6,"RENT"
1,0,NA,NA," "
1,NA,12938,13.78,"MORTGAGE"
2,0,6043,5.5,"n/a"
NA,NA,18869,10.52,"OWN"
0,0,NA,NA,""
0,0,NA,27,"n/a"
3,NA,NA,11.27,"RENT"
1,0,NA,17.96,"RENT"
1,NA,NA,17.97," "
1,0,15956,NA,NA
NA,0,61527,23.67,"n/a"
0,0,2396,15.87," "
3,0,3432,17.85," "
0,0,8400,11.44,"RENT"
1,1,34166,4.78,""
1,0,NA,19.59," "
NA,1,NA,13.89," "
0,0,80857,NA,"MORTGAGE"
NA,NA,51713,16.87," "
1,0,NA,13.7,"MORTGAGE"
1,0,23908,24.83,"RENT"
NA,NA,18081,14.71,NA
NA,0,14786,13.15,"MORTGAGE"
NA,0,13409,27.92,"MORTGAGE"
0,0,NA,15.87,"n/a"
0,1,1287,20.62,"n/a"
1,1,7995,28.4,"OWN"
2,0,10343,32.49,NA
1,1,17770,31.12,"MORTGAGE"
0,0,NA,NA,"MORTGAGE"
0,0,2988,27.15,""
0,0,3662,28.22," "
4,0,34973,NA,"MORTGAGE"
1,0,11497,32.42,"MORTGAGE"
1,NA,7981,11.76,"OWN"
0,0,13606,NA,NA
1,0,5967,14.19,"MORTGAGE"
1,0,10764,15.58,"NONE"
2,0,NA,16.89," "
NA,0,NA,NA,"RENT"
0,0,4416,NA,"RENT"
NA,0,7167,28.95,"RENT"
NA,NA,19189,NA,"MORTGAGE"
0,NA,11943,10.4,NA
3,0,NA,NA,"n/a"
1,1,21646,10.9,"n/a"
0,0,9665,4.95,"RENT"
0,0,NA,NA,"RENT"
0,0,3680,33.15,"RENT"
NA,0,4009,NA,"RENT"
NA,1,NA,29.46,"MORTGAGE"
0,0,16834,17.32," "
7,0,2061,24.05,""
0,0,10289,NA,"RENT"
NA,0,NA,NA,"MORTGAGE"
NA,0,3330,15.37,"n/a"
0,0,82038,37.24,"n/a"
NA,0,7916,NA,"MORTGAGE"
0,0,6625,15.68," "
0,2,83,NA,"RENT"
0,0,11274,NA," "
0,0,26006,14.06,"MORTGAGE"
3,0,NA,NA,"MORTGAGE"
0,0,32927,23.06,"MORTGAGE"
NA,NA,10046,16.8,NA
NA,0,125153,13.02,"MORTGAGE"
NA,1,2408,NA,NA
0,0,5822,5.51,"MORTGAGE"
1,0,40607,19.02," "
NA,0,NA,15.24,"MORTGAGE"
1,0,NA,10.64,"RENT"
3,0,474,30.4," "
3,5,NA,11.31,NA
4,0,13860,NA," "
NA,0,NA,22.98,"n/a"
0,0,5382,8.29," "
0,NA,5243,4.25,"RENT"
NA,0,20494,NA,"RENT"
0,0,20708,29.88,"n/a"
2,0,NA,NA,NA
0,0,NA,22.57,"RENT"
0,NA,NA,21.56,"RENT"
0,NA,10524,17.63,""
0,1,2634,11.69,"MORTGAGE"
0,0,NA,NA,"MORTGAGE"
0,0,11912,NA,"RENT"
0,0,36258,NA,"RENT"
0,0,3859,13.67,"MORTGAGE"
NA,0,16307,20.39,"RENT"
NA,0,8173,23.07,NA
1,0,41931,20.15," "
0,0,10963,16.08,"MORTGAGE"
1,NA,13803,NA,"RENT"
1,0,NA,11.97,"n/a"
0,0,98936,NA,"n/a"
0,NA,5393,NA,"OWN"
0,0,16362,27.88,"n/a"
0,0,8590,12.91,"n/a"
3,0,220,7.94,"n/a"
0,0,NA,NA,"RENT"
NA,NA,NA,6.4,"MORTGAGE"
0,0,32158,NA,"MORTGAGE"
NA,0,NA,9.39,"RENT"
0,NA,17311,14.56,"n/a"
1,0,8064,23.74," "
0,0,7952,27.38,"RENT"
1,0,19055,14.22," "
1,1,4051,NA,"MORTGAGE"
0,0,23862,NA,"MORTGAGE"
0,0,35667,13.96," "
NA,NA,2632,NA,"RENT"
0,0,2272,14.39,"n/a"
0,0,NA,31.4," "
1,0,16022,20.36,"MORTGAGE"
